id,type,domain,enabled,date_added,date_modified,comment
279,3,^stat(s|istics)?[0-9]*[_.-],1,1622284152,1622284152,
280,0,attestation.xboxlive.comcert.mgt.xboxlive.com,1,1622284713,1622284713,
281,0,ctldl.windowsupdate.comdef-vef.xboxlive.com,1,1622284713,1622284713,
282,0,device.auth.xboxlive.comeds.xboxlive.com,1,1622284713,1622284713,
283,0,help.ui.xboxlive.comlicensing.xboxlive.commicrosoft.com,1,1622284713,1622284713,
284,0,notify.xboxlive.comsettings-win.data.microsoft.com,1,1622284713,1622284713,
285,0,title.auth.xboxlive.comtitle.mgt.xboxlive.com,1,1622284713,1622284713,
286,0,v10.vortex-win.data.microsoft.com,1,1622284713,1622284713,
290,0,xflight.xboxlive.comxkms.xbolive.com,1,1622284713,1622284713,
292,0,v20.events.data.microsoft.com,1,1622284713,1622284713,
293,0,watson.telemetry.microsoft.com,1,1622284713,1622284713,
294,0,web.vortex.data.microsoft.com,1,1622284713,1622284713,
295,0,v10.events.data.microsoft.com,1,1622284713,1622284713,
296,0,widget.trustpilot.com,1,1622404599,1622404599,"Added from Query Log"
297,0,pages.theaccessgroup.com,1,1622646022,1622646022,"Added from Query Log"
298,0,click.accelo.com,1,1627985890,1627985890,"Added from Query Log"
299,0,dixonsretail.d3.sc.omtrdc.net,1,1628683358,1628683358,"Added from Query Log"
300,0,staticw2.yotpo.com,1,1629535456,1629535456,"Added from Query Log"
301,0,analytics.home-assistant.io,1,1630534188,1630534188,"Added from Query Log"
302,2,(\.|^)awstrack\.me$,1,1631182738,1631182738,
305,0,browser.pipe.aria.microsoft.com,1,1632480810,1632480810,
306,0,self.events.data.microsoft.com,1,1632903091,1632903091,
307,0,insideruser.microsoft.com,1,1636567838,1636567838,"Added from Query Log"
308,0,settings-win.data.microsoft.com,1,1636567844,1636567844,"Added from Query Log"
309,0,gridcoin.us,1,1637968804,1637968804,"Added from Query Log"
310,0,go.ninjaone.com,1,1641488055,1641488055,"Added from Query Log"
311,0,unsubscribe.convertkit.com,1,1644049852,1644049852,"Added from Query Log"
312,0,cdn.convertkit.com,1,1644049886,1644049886,"Added from Query Log"
313,3,.*;querytype=HTTPS,1,1657412709,1657412709,
